Nom de l’agence,Téléphone de l’agence,Email de l’agence,Horaires,Site web,Avis,Indépendant ou Franchise,Ville / département,Gérant,Tel du gérant,Email du gérant,Source de l’agence,Source du gérant,Date de vérification
MN IMMOBILIER,+596 696 71 93 29,,,https://www.mn-immobilier.com/,,Indépendante,"309 Lot. la Caraibe, Case-Pilote 97222, Martinique",,,,Site web/leboncoin,,2026-09-07
Mon Projet Immo Salon de Provence,+33 4 88 40 95 29,,,http://www.mon-projetimmo.com/,,Indépendante,"13 Rue d'Hozier, 13300 Salon-de-Provence, France",,,,Site web/leboncoin,,2026-09-07
Mon Saint André - Immobilier,+33 2 35 73 31 29,,,https://taplink.cc/msaimmobilier,,Indépendante,"31 Rue Verte, 76000 Rouen, France",,,,Site web/leboncoin,,2026-09-07
"Mon Super Agent Immobilier, vente et estimation immobilière (agence immobillère)",+33 1 87 66 24 76,,,http://www.monsuperagent.com/,,Indépendante,"35 Rue Saint-Aspais, 77000 Melun, France",,,,Site web/leboncoin,,2026-09-07
Mon-agence.fr,+33 1 77 37 06 30,,,http://www.mon-agence.fr/,,Indépendante,"6 Rue Corot, 75016 Paris, France",,,,Site web/leboncoin,,2026-09-07
Moncim,+33 1 44 90 84 84,,,https://www.moncim.fr/fr,,Indépendante,"92 Rue de Monceau, 75008 Paris, France",,,,Site web/leboncoin,,2026-09-07
MonEden Immobilier,+33 7 88 80 16 28,,,https://www.monedenimmobilier.com/,,Indépendante,"12 Pass. des Hortensias, 92700 Colombes, France",,,,Site web/leboncoin,,2026-09-07
Mont-Blanc Immobilier Sallanches,+33 4 50 58 68 29,,,https://www.mont-blanc-immobilier.fr/sallanches/?utm_source=gmb,,Indépendante,"89 Rue de la République, 74700 Sallanches, France",,,,Site web/leboncoin,,2026-09-07
Montaigne Immobilier,+33 6 15 48 00 85,,,https://montaigneimmobilier.com/fr/,,Indépendante,"197 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Monte Cristo Immobilier,+33 1 30 83 00 44,,,http://www.montecristo-immobilier.com/,,Indépendante,"6 Rue de la Paroisse, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
MPL-IMMO,,,,https://www.mpl-immo.fr/,,Indépendante,"sur rdv, 25 BOULEVARD RENOUVIER, 38 Bd des Arceaux, 34000 Montpellier, France",,,,Site web/leboncoin,,2026-09-07
MR & CK Immobilier,+33 6 72 26 44 06,,,https://www.mrck.fr/,,Indépendante,"91 Av. Jean Mermoz, 66000 Perpignan, France",,,,Site web/leboncoin,,2026-09-07
MY COCOON,+33 9 87 12 67 18,,Horaires non communiqués publiquement; rendez-vous recommandé à Lyon.,https://www.mycocoon-lyon.com/,"My Cocoon, représentée par Patrice Marica, ne permet pas de confirmer une note d’avis ou des horaires fiables. La fiche reste prudente et centrée sur l’accompagnement immobilier.",Indépendante,"16 Rue Franklin, 69002 Lyon, France",Patrice Marica,,patrice@mycocoon-lyon.com,Site web/leboncoin,,2026-09-07
My Home,+33 1 48 96 15 30,,,https://www.myhome-conseilimmo.fr/,,Indépendante,"103 Rue Jean Jaurès, 93130 Noisy-le-Sec, France",,,,Site web/leboncoin,,2026-09-07
My Home Valencia Agencia Inmobiliaria,+34 963 49 28 22,,,https://www.myhomevalencia.com/,,Indépendante,"Nueva oficina, Av. del Dr. Peset Aleixandre, 81, Bajo dcha, La Zaidía, 46009 València, Valencia, Espagne",,,,Site web/leboncoin,,2026-09-07
My Property Houilles & Carrières-sur-Seine,+33 1 80 83 59 80,,,http://www.my-property.fr/,,Indépendante,"2 Rue de la Marne, 78800 Houilles, France",,,,Site web/leboncoin,,2026-09-07
MYAGENCE.IMMO,+33 3 67 98 05 54,,,https://myagence.immo/,,Indépendante,"5 Rue des Trois Pics, 67190 Mutzig, France",,,,Site web/leboncoin,,2026-09-07
Myriam Magne Immobilier,+33 6 82 48 13 73,,,http://www.magne-immobilier.com/accueil-myriam-magne-immobilier-agence-immobiliere-narbonne,,Indépendante,"14 Rue du Puits, 11100 Narbonne, France",,,,Site web/leboncoin,,2026-09-07
N&B Intermediaires,+33 1 42 24 42 21,,,https://www.nbintermediaires.com/,,Indépendante,"16 Rue Nicolo, 75116 Paris, France",,,,Site web/leboncoin,,2026-09-07
NABACA Grasse,+33 4 93 42 57 20,,,https://grasse.nabaca.immo/,,Indépendante,"129 Rte de Cannes, 06130 Grasse, France",,,,Site web/leboncoin,,2026-09-07
NAD IMMO,+33 3 81 26 12 20,,,https://www.nad-immo.fr/,,Indépendante,"12 Rue de Franche-Comté, 25480 École-Valentin, France",,,,Site web/leboncoin,,2026-09-07
Neil Bangue-Tandet,+33 6 51 24 70 12,,,https://neil-banguetandet.com/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
NEO'S Immobilier SEVREMOINE,+33 2 41 30 15 15,,,http://www.neosimmobilier.com/,,Indépendante,"53 Rue du Commerce, 49450 Sèvremoine, France",,,,Site web/leboncoin,,2026-09-07
Neovia Immobilier,+33 4 30 44 40 20,,,http://www.neovia-immobilier.fr/,,Indépendante,"132 Rue Pierre Ciffre, 66000 Perpignan, France",,,,Site web/leboncoin,,2026-09-07
Nevers Immo,+33 3 86 36 01 68,,,http://www.neversimmo.fr/,,Indépendante,"10 Av. Pierre Bérégovoy, 58000 Nevers, France",,,,Site web/leboncoin,,2026-09-07
Newmade Immobilier,+33 4 43 11 83 75,,Horaires non communiqués publiquement; rendez-vous recommandé.,http://www.newmade.fr/,"Newmade Immobilier, représentée par Kévin Garcia, ne présente pas de données publiques suffisamment concordantes sur les horaires ou les avis. La fiche reste factuelle.",Indépendante,"142 Av. de Cournon, 63170 Aubière, France",Kévin Garcia,,kevin@newmade.fr,Site web/leboncoin,,2026-09-07
Neximmo,+33 1 73 95 01 60,,,http://neximmo.fr/,,Indépendante,"12 Rue du Général Leclerc, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
Nexthabitat,+33 1 48 02 41 41,,,http://www.agencenexthabitat.com/,,Indépendante,"6 All. Henri Barbusse, 93320 Les Pavillons-sous-Bois, France",,,,Site web/leboncoin,,2026-09-07
NICOLAS Immobilier,+33 5 57 77 13 19,,,https://www.agence-nicolas.fr/,,Indépendante,"38 Rue Poquelin Molière, 33000 Bordeaux, France",,,,Site web/leboncoin,,2026-09-07
Nord immo Pévèle - Immobilier à frais réduits,+33 6 78 86 47 56,,,http://www.agencenordimmo.com/,,Indépendante,"183 Rue nationale, 59710 Pont-à-Marcq, France",,,,Site web/leboncoin,,2026-09-07
NORD-ISERE IMMOBILIER,+33 4 74 28 21 20,,,https://www.nord-isere-immo.com/,,Indépendante,"63 Rue de la République, 38300 Bourgoin-Jallieu, France",,,,Site web/leboncoin,,2026-09-07
"Nouvelle Agence De La Plage, agence immobilière, La Ciotat",+33 4 42 83 12 65,,,http://www.nouvelleagencedelaplage.com/,,Indépendante,"11 All. Lumière, 13600 La Ciotat, France",,,,Site web/leboncoin,,2026-09-07
NOVEA Immobilier Lyon 6,+33 4 37 72 95 36,,,http://www.novea-immobilier.fr/,,Indépendante,"108 rue de créqui, 54 Rue Cuvier, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
NOYAU IMMOBILIER,+33 2 33 82 19 19,,,http://www.noyauimmobilier.com/,,Indépendante,"24 bis Rue Cazault, 61000 Alençon, France",,,,Site web/leboncoin,,2026-09-07
NSF Immobilier Boissy Saint Léger - Limeil Brevannes,+33 1 56 86 10 10,,,http://www.nsfimmobilier.fr/,,Indépendante,"22 Rue de Paris, 94470 Boissy-Saint-Léger, France",,,,Site web/leboncoin,,2026-09-07
OBIMMO Angoulême,+33 5 45 20 38 27,,,https://www.obimmo.fr/,,Indépendante,"1 Rue de la Tourgarnier, 16006 Angoulême, France",,,,Site web/leboncoin,,2026-09-07
Office de la Propriété,+33 5 46 05 13 84,,,http://www.office-propriete.com/,,Indépendante,"83 Bd de la République, 17200 Royan, France",,,,Site web/leboncoin,,2026-09-07
OGP IMMOBILIER,+33 5 63 63 66 05,,,https://2b62c910-cbb8-4721-a685-4c3b0fec9b2e.mywebsite.link/fr/agence/2/chabrol-immobilier-montauban,,Indépendante,"416 Av. Jean Moulin, 82000 Montauban, France",,,,Site web/leboncoin,,2026-09-07
OGP IMMOBILIER Castelnau d'Es.,+33 5 32 09 17 10,,,http://www.ogp-immobilier.fr/?utm_source=gmb,,Indépendante,"11 Av. de Montauban, 31620 Castelnau-d'Estrétefonds, France",,,,Site web/leboncoin,,2026-09-07
"OLIVIER BAKALIAN transaction, vente, location, Vandoeuvre lès Nancy, immolivier",+33 6 71 03 30 16,,,https://www.pierres-lorraines.fr/,,Indépendante,"8 Rue Jacquard, 54500 Vandœuvre-lès-Nancy, France",,,,Site web/leboncoin,,2026-09-07
Olivier CELLES - Amédée Immobilier - Montauban (82000) - Saint-Céré (46400),+33 7 60 80 82 82,,,https://www.amedee-immobilier.fr/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Onéo - Les Facilitateurs Immobiliers,+33 4 78 21 07 51,,,http://www.oneo.fr/,,Indépendante,"10 Rue du 11 Novembre 1918, 69780 Mions, France",,,,Site web/leboncoin,,2026-09-07
ONLY CAPITAL,+33 4 87 61 23 98,,,https://onlycapital.fr/,,Indépendante,"65 Av. Jean Moulin, 69720 Saint-Laurent-de-Mure, France",,,,Site web/leboncoin,,2026-09-07
OPAC Saône-et-Loire - Agence de Chalon sur Saône,+33 810 71 71 71,,,https://www.opacsaoneetloire.fr/opac-saone-et-loire/agence-chalon,,Indépendante,"17 Rue Général Duhesme, 71100 Chalon-sur-Saône, France",,,,Site web/leboncoin,,2026-09-07
Opal Immobilier,+33 1 42 93 18 98,,,https://www.opal-immobilier.com/fr,,Indépendante,"19 Rue Boursault, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
Open Door,+33 9 80 80 32 36,,,https://www.open-door.immo/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Option 13,+33 1 82 83 81 61,,,http://www.option13.fr/,,Indépendante,"56 Rue Jenner, 75013 Paris, France",,,,Site web/leboncoin,,2026-09-07
Oralia Hilde,+33 1 40 51 78 00,,,http://www.hilde-immo.com/,,Indépendante,"66 Bd Saint-Germain, 75005 Paris, France",,,,Site web/leboncoin,,2026-09-07
Orlimmo,+33 1 48 52 05 38,,,http://orlimmo.fr/,,Indépendante,"10 Av. de l'Aérodrome, 94310 Orly, France",,,,Site web/leboncoin,,2026-09-07
Ormesson immobilier,+33 1 39 64 89 92,,,http://www.ormessonimmobilier.com/,,Indépendante,"2 Rue d'Ormesson, 95170 Deuil-la-Barre, France",,,,Site web/leboncoin,,2026-09-07
Osmoz Immobilier,+33 5 48 17 27 10,,,https://www.osmozimmo.fr/,,Indépendante,"5 Rue de la Trinquette, 17000 La Rochelle, France",,,,Site web/leboncoin,,2026-09-07
OZ’ IMMO,+33 5 56 64 88 00,,,http://oz.immo/,,Indépendante,"161 Av. des Pyrénées, 33140 Villenave-d'Ornon, France",,,,Site web/leboncoin,,2026-09-07
Pabajo,+33 3 20 96 89 50,,,http://www.pabajo.fr/,,Indépendante,"289 Rue Solférino, 59000 Lille, France",,,,Site web/leboncoin,,2026-09-07
PADILLA IMMOBILIER,+33 4 57 44 35 17,,,http://www.padilla-immobilier.fr/,,Indépendante,"342 Rue Emile Chautemps, 74300 Cluses, France",,,,Site web/leboncoin,,2026-09-07
Pagesti,+33 1 86 48 38 38,,,http://www.pagesti.immo/,,Indépendante,"56 Rue du Faubourg Saint-Antoine, 75012 Paris, France",,,,Site web/leboncoin,,2026-09-07
PALADIA IMMOBILIER,+33 5 61 00 20 00,,,http://www.paladia-immo.fr/,,Indépendante,"11 Rue Paul Vidal, 31000 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
PALMER IMMOBILIER du Standing au Prestige,+33 1 41 79 41 00,,,https://www.palmerimmobilier.fr/,,Indépendante,"53 Bd de Courcelles, 75008 Paris, France",,,,Site web/leboncoin,,2026-09-07
Parcelier Karine,+33 5 53 53 22 57,,,http://dazimmo.free.fr/,,Indépendante,"2 Pl. Saint-Silain, 24000 Périgueux, France",,,,Site web/leboncoin,,2026-09-07
Paris Luxe Properties,+33 1 55 37 90 17,,,http://www.parisluxeproperties.fr/,,Indépendante,"97 Rue Jouffroy d'Abbans, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
ParisRentAparts,+33 9 82 12 97 09,,,http://www.parisrentaparts.com/,,Indépendante,"48 Rue Montmartre, 75002 Paris, France",,,,Site web/leboncoin,,2026-09-07
Parnasse Immobilier Cagnes Sur Mer,+33 4 93 20 10 70,,,https://parnasse-immobilier.com/cagnes-sur-mer/,,Indépendante,"centre commercial du Domaine du Loup, 06800 Cagnes-sur-Mer, France",,,,Site web/leboncoin,,2026-09-07
PARRA TURQUET IMMOBILIER,+33 4 71 63 21 49,,,https://www.parraturquetimmo.fr/,,Indépendante,"28 Av. de la République, 15000 Aurillac, France",,,,Site web/leboncoin,,2026-09-07
PASSAGA IMMOBILIER,+33 5 65 70 70 71,,,http://www.passaga-immobilier.com/,,Indépendante,"Comtal Ouest, Route d'Espalion, 12850 Onet-le-Château, France",,,,Site web/leboncoin,,2026-09-07
PatrimCity,+33 9 63 57 99 72,,,http://www.patrimcity.com/,,Indépendante,"280 Av. Germaine Tillion, 34070 Montpellier, France",,,,Site web/leboncoin,,2026-09-07
Patrimonia,+33 2 98 96 27 63,,,http://www.agence-patrimonia.fr/,,Indépendante,"14 Rue de Quimperlé, 29360 Clohars-Carnoët, France",,,,Site web/leboncoin,,2026-09-07
PAYS DES SORGUES IMMOBILIER (P.S.I.) - Edith CHANSEL,+33 9 84 24 57 86,,,http://www.paysdessorguesimmobilier.fr/,,Indépendante,"18 Chem. du Mourgon, 84250 Le Thor, France",,,,Site web/leboncoin,,2026-09-07
PAZ Immobilier,+33 1 85 39 04 41,,,http://www.paz.fr/,,Indépendante,"5 Rue du Chant des Oiseaux, 78360 Montesson, France",,,,Site web/leboncoin,,2026-09-07
PBNS L'immobilier,+33 4 42 65 11 80,,,https://www.pbns.fr/,,Indépendante,"6ter Av. Roger Chaudon, 13290 Aix-en-Provence, France",,,,Site web/leboncoin,,2026-09-07
Peak Immobilier - Agence Immobilière Bonne,+33 4 50 95 59 11,,,https://peakimmobilier.com/,,Indépendante,"68-69 Av. du Léman, 74380 Bonne, France",,,,Site web/leboncoin,,2026-09-07
Pelissolo Beauharnais,+33 1 47 10 00 21,,,https://pelissolobeauharnais-preprod.immo-facile.com/,,Indépendante,"15 Rue de Maurepas, 92500 Rueil-Malmaison, France",,,,Site web/leboncoin,,2026-09-07
Pépites Immobilières,+33 6 47 00 23 05,,,https://www.pepitesimmobilieres.com/,,Indépendante,"17 Rue Magnol, 34000 Montpellier, France",,,,Site web/leboncoin,,2026-09-07
Perfia (Immo Marceau) - Agence de Drancy,+33 1 48 32 18 57,,,http://www.perfia.fr/,,Indépendante,"20 Pl. Aristide Briand, 93700 Drancy, France",,,,Site web/leboncoin,,2026-09-07
PERFORMANCEIMMOBILIER,+33 3 83 46 93 36,,,https://www.performance-immobilier-nancy.fr/,,Indépendante,"250 Av. de Strasbourg, 54000 Nancy, France",,,,Site web/leboncoin,,2026-09-07
PERION IMMOBILIER,+33 2 40 77 85 85,,,http://www.perion-immobilier.com/,,Indépendante,"1 Rue de Sucé Sur Erdre, 44240 La Chapelle-sur-Erdre, France",,,,Site web/leboncoin,,2026-09-07
Picpus Immobilier,+33 1 43 47 50 56,,,https://picpusimmobilier.gercop-extranet.com/connexion/,,Indépendante,"62 Av. de Saint-Mandé, 75012 Paris, France",,,,Site web/leboncoin,,2026-09-07
Pierre de Lune Immobilier,+33 9 82 58 06 80,,,http://www.pierre-de-lune-immobilier.fr/,,Indépendante,"50 Quai Saint-Vincent, 69001 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Pierres Et Lumieres,+33 1 46 11 46 11,,,https://www.pierres-et-lumieres.com/,,Indépendante,"112 Av. Aristide Briand, 92160 Antony, France",,,,Site web/leboncoin,,2026-09-07
Pit'Immo,+33 1 40 40 98 26,,,http://www.pitimmo.com/,,Indépendante,"17 Bd de la Villette, 75010 Paris, France",,,,Site web/leboncoin,,2026-09-07
Plaisance Immobilière - La Rochelle - Les Minimes,+33 5 46 44 79 00,,,http://www.la-rochelle-immobilier.com/,,Indépendante,"47 Av. du Lazaret, 17000 La Rochelle, France",,,,Site web/leboncoin,,2026-09-07
Pleiades Estate,+33 1 53 53 14 45,,,https://www.pleiades-estate.com/fr/,,Indépendante,"12-14 Rdpt des Champs-Élysées Marcel-Dassault, 75008 Paris, France",,,,Site web/leboncoin,,2026-09-07
Plein Centre Immobilier,+33 6 26 35 69 79,,,https://www.pleincentre-immobilier.fr/,,Indépendante,"10 Pl. Jean Jaurès, 13001 Marseille, France",,,,Site web/leboncoin,,2026-09-07
PLEIN SOLEIL IMMO,+33 6 13 73 43 30,,,http://www.pleinsoleilimmo.com/,,Indépendante,"15 Place de la Poste, 30330 Cavillargues, France",,,,Site web/leboncoin,,2026-09-07
Plurimmo,+33 1 53 59 59 00,,,https://www.plurimmo.com/,,Indépendante,"14 Rue Ernest Cresson, 75014 Paris, France",,,,Site web/leboncoin,,2026-09-07
Pole Immobilier - RIVE DROITE - CAEN,+33 2 31 72 90 89,,,http://www.pole-immobilier-caen.com/,,Indépendante,"96 Bis Bd Leroy, 14000 Caen, France",,,,Site web/leboncoin,,2026-09-07
Pourquoi Pas Vous Immobilier,+33 4 81 65 73 29,,Du lundi au samedi de 08h30 à 19h00; une autre fiche indique 19h30.,http://www.pourquoipasvous.immo/,"4,8/5 sur plus de 130 avis Google; 171 avis recensés sur LeBonCoin.",Indépendante,"10 Rue de Belfort, 69004 Lyon, France",Pierre Angèle,,pierre.angele@pourquoipasvous.immo,Site web/leboncoin,,2026-09-07
PREMIERAPPART,+33 1 39 57 46 86,,,http://www.premierappart.com/,,Indépendante,"63 Av. de la Convention, 78500 Sartrouville, France",,,,Site web/leboncoin,,2026-09-07
PRIMMO Immobilier de Caractère,+33 1 39 50 75 00,,,https://www.primmo.immo/,,Indépendante,"4 Pl. Alexandre 1er, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
Pro Immoconseil,+33 1 41 37 00 37,,,https://www.pro-immoconseil.com/,,Indépendante,"25 Rue Henri Barbusse, 92000 Nanterre, France",,,,Site web/leboncoin,,2026-09-07
Projet Immobilier,+33 1 43 44 45 24,,,http://www.projetimmobilier.macopro.com/,,Indépendante,"7 Rue Crozatier, 75012 Paris, France",,,,Site web/leboncoin,,2026-09-07
PROMOVAL,+33 4 78 42 01 77,,,http://www.promoval.fr/,,Indépendante,"45 Chem. du Moulin Carron, 69570 Dardilly, France",,,,Site web/leboncoin,,2026-09-07
Propriétés Le Figaro,+33 1 56 52 80 00,,,https://proprietes.lefigaro.fr/,,Indépendante,"9 Rue de Caumartin, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
Qaza Immobilier,+33 3 21 40 90 90,,,http://www.qaza.fr/,,Indépendante,"154 Rue Montpencher, 62110 Hénin-Beaumont, France",,,,Site web/leboncoin,,2026-09-07
Quadral Transactions Metz,+33 3 87 37 77 37,,,http://quadral-transactions.fr/,,Indépendante,"24 ter Av. du Général de Gaulle, 57050 Le Ban-Saint-Martin, France",,,,Site web/leboncoin,,2026-09-07
Quatuor - Agence Immobilière à commission fixe et réduite à Lyon et Villeurbanne !,+33 4 51 42 01 50,,,https://www.quatuor.immo/,,Indépendante,"66 Rue Cuvier, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
QUERO GESTION,+33 1 39 83 18 68,,,http://www.quero-immo.com/,,Indépendante,"Front de Lac, 93 Rue du Général de Gaulle, 95880 Enghien-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
Quéro Immobilier,+33 1 39 83 18 68,,,https://www.quero-immobilier.fr/,,Indépendante,"20 Rue Charles de Gaulle, 95170 Deuil-la-Barre, France",,,,Site web/leboncoin,,2026-09-07
Rb Copro,+33 1 85 42 18 51,,,https://www.rbcopro.com/,,Indépendante,"7/9 Av. du Maréchal de Lattre de Tassigny, 77400 Lagny-sur-Marne, France",,,,Site web/leboncoin,,2026-09-07
RB Immo Brest - Agence immobilière,+33 9 70 79 37 22,,,https://www.rb-immobilier.fr/,,Indépendante,"9 Rue Saint-Saëns, 29200 Brest, France",,,,Site web/leboncoin,,2026-09-07
Realtii - Immobilier de Prestige à Bordeaux,+33 5 54 54 28 11,,,https://www.realtii.fr/,,Indépendante,"54 All. de Tourny, 33000 Bordeaux, France",,,,Site web/leboncoin,,2026-09-07
Réel Immobilier - Auch,+33 5 42 54 40 57,,,http://www.reelimmobilier.com/,,Indépendante,"25 Av. de l'Yser, 32000 Auch, France",,,,Site web/leboncoin,,2026-09-07
REGENCY GESTION,+33 3 88 34 05 45,,,https://www.regency-gestion.fr/,,Indépendante,"68 Rte d'Oberhausbergen, 67200 Strasbourg, France",,,,Site web/leboncoin,,2026-09-07
REGIE BCP - BONNEFOY - CARRIER - PERET,+33 4 78 51 92 92,,,https://www.regie-bcp.fr/?utm_source=gmb,,Indépendante,"3 Rue Parmentier, 69600 Oullins, France",,,,Site web/leboncoin,,2026-09-07
Régie Immobilia,+33 4 76 87 01 52,,,http://www.regie-immobilia.com/,,Indépendante,"5 Bd Edouard Rey, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Régie Saint-Pierre,+33 4 72 44 51 64,,,http://www.regiesaintpierre.fr/,,Indépendante,"105 Rue Duguesclin, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Regy SARL,+33 1 53 95 23 95,,,http://regy.eu/,,Indépendante,"73 Bd de Grenelle, 75015 Paris, France",,,,Site web/leboncoin,,2026-09-07
RELIVE Pays Basque,+33 5 33 09 27 90,,,http://www.limolimo.fr/,,Indépendante,"9 Rue de la Négresse, 64200 Biarritz, France",,,,Site web/leboncoin,,2026-09-07
Republique Immobilier,+33 3 25 05 05 05,,,https://www.repimmo-saintdiz.fr/,,Indépendante,"102 Av. de la République, 52100 Saint-Dizier, France",,,,Site web/leboncoin,,2026-09-07
RESOMIA Immobilier CHÂTILLON,+33 1 49 12 49 12,,,http://www.resomia.com/,,Indépendante,"8 Av. Saint-Exupéry, 92320 Châtillon, France",,,,Site web/leboncoin,,2026-09-07
REVE IMMO TRANSACTION - LOCATION - GESTION LOCATIVE,+33 6 64 85 96 20,,,http://reveimmo.fr/fr/inscriptions,,Indépendante,"271 Rue de Belleville, 75019 Paris, France",,,,Site web/leboncoin,,2026-09-07
REVOLVE BY SARIMMO,+33 6 19 44 68 18,,,https://www.revolve-immo.fr/,,Indépendante,"2 Cr Général de Gaulle, 21000 Dijon, France",,,,Site web/leboncoin,,2026-09-07
RICHELIEU IMMOBILIER,+33 1 39 66 80 84,,Du lundi au vendredi de 09h30 à 19h00 sans interruption; samedi sur rendez-vous.,http://www.richelieu.immo/,"4,8/5 sur 63 avis.",Indépendante,"45 Rue Carnot, 78000 Versailles, France",MARTIAL CERRUTTI,,db@richelieu.immo,Site web/leboncoin,,2026-09-07
Richomme Immobilier,+33 3 26 47 73 23,,,https://www.richomme-immobilier.fr/,,Indépendante,"41 Rue Jeanne-d'Arc, 51100 Reims, France",,,,Site web/leboncoin,,2026-09-07
Rive Droite Immobilier,+33 1 46 59 28 82,,,https://www.rive-droite-immobilier.com/,,Indépendante,"140 Bd Voltaire, 75011 Paris, France",,,,Site web/leboncoin,,2026-09-07
RIVE IMMOBILIER,+33 4 50 26 29 23,,,https://www.rive-immobilier.com/,,Indépendante,"5 Pl. de l'Hôtel de ville, 74200 Thonon-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
RK IMMOBILIER,+33 1 76 77 25 25,,,http://www.rkimmobilier.com/,,Indépendante,"21 Av. du Président Roosevelt, 93300 Aubervilliers, France",,,,Site web/leboncoin,,2026-09-07
Robinson Immobilier,+33 1 41 87 02 30,,,https://www.robinson-immobilier.fr/,,Indépendante,"63 Av. Raymond Croland, 92350 Le Plessis-Robinson, France",,,,Site web/leboncoin,,2026-09-07
Rochais Immobilier,+33 2 41 86 99 21,,,https://www.rochaisimmobilier.fr/,,Indépendante,"5 Rue du Bourg de Paille, 49070 Beaucouzé, France",,,,Site web/leboncoin,,2026-09-07
ROSE CAPITAL REAL ESTATE,+34 911 92 70 80,,,http://www.rosecapitalre.com/,,Indépendante,"Calle de Goya, 77, Salamanca, 28001 Madrid, Espagne",,,,Site web/leboncoin,,2026-09-07
ROUSSEL IMMOBILIER,+33 6 18 70 37 78,,,https://www.roussel-immobilier.com/,,Indépendante,"11 Av. du 8 Septembre 1944, 21200 Beaune, France",,,,Site web/leboncoin,,2026-09-07
RPI Immobilier,+33 5 59 20 35 20,,,http://www.rpi-immobilier.com/?utm_source=gmb,,Indépendante,"70 Bd du Général Leclerc, 64700 Hendaye, France",,,,Site web/leboncoin,,2026-09-07
RUOB – RPI – Agence Immobilière Stiring-Wendel,+33 3 87 12 47 92,,,http://www.ruob.fr/,,Indépendante,"12 Rue Nationale, 57350 Stiring-Wendel, France",,,,Site web/leboncoin,,2026-09-07
Russo Immo,+33 4 57 44 38 99,,,http://www.agencerussoimmo.com/,,Indépendante,"103 Rue des Prés, 74300 Thyez, France",,,,Site web/leboncoin,,2026-09-07
Russo Immobilier,+33 4 57 44 38 99,,,http://www.agencerussoimmo.com/,,Indépendante,"103 Rue des Prés, 74300 Thyez, France",,,,Site web/leboncoin,,2026-09-07
S de LA GRANDIERE LUXURY PROPERTIES - PARIS 16 - TROCADÉRO,+33 1 76 71 07 40,,,https://www.sdelagrandiere.fr/,,Indépendante,"29/33 Av. Raymond Poincaré, 75116 Paris, France",,,,Site web/leboncoin,,2026-09-07
SACVL,+33 4 72 77 34 34,,,http://sacvl.fr/,,Indépendante,"36 Quai Fulchiron, 69005 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Saint Ex Immobilier,+33 5 62 47 27 77,,,https://www.sainteximmobilier.net/,,Indépendante,"99 Av. Antoine de Saint-Exupéry, 31400 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
SAINT LOUIS - COMPAGNIE IMMOBILIERE,+33 6 79 59 31 26,,,https://drive.google.com/file/d/1VM1IC8q67vi6ECVoPEdMu-vZWRfs4egl/view?usp=sharing,,Indépendante,"47 Bd Pasteur, 34760 Boujan-sur-Libron, France",,,,Site web/leboncoin,,2026-09-07
Saint Martin Immobillier,+33 2 54 77 27 92,,,https://www.st-martin-immo.com/,,Indépendante,"29 Pl. de la République, 41100 Vendôme, France",,,,Site web/leboncoin,,2026-09-07
Saint Michel Immobilier,+33 4 90 61 68 68,,,http://www.saint-michel-immobilier.com/,,Indépendante,"17 Bd Commandant Dampeine, 84170 Monteux, France",,,,Site web/leboncoin,,2026-09-07
Saintville Habitat Gonesse,+33 1 72 52 38 83,,,https://www.saintvillehabitat.fr/,,Indépendante,"1 Rue Félix Chobert, 95500 Gonesse, France",,,,Site web/leboncoin,,2026-09-07
SAJATIM,+33 4 94 64 00 48,,,http://www.sajatim.com/,,Indépendante,"424 avenue de lisbonne a, 83500 La Seyne-sur-Mer, France",,,,Site web/leboncoin,,2026-09-07
Sandrine Hardy Immo,+33 6 76 70 10 21,,,https://sandrinehardy.agentkw.fr/,,Indépendante,"Rue de Saint-Denis, 45560 Saint-Denis-en-Val, France",,,,Site web/leboncoin,,2026-09-07
Sandrine LONGO Immobilier - KW Citadelle,+33 6 89 12 16 57,,,https://sandrine-longo.agentkw.fr/,,Indépendante,"40 Av. de la 7ème Armée Américaine, 25000 Besançon, France",,,,Site web/leboncoin,,2026-09-07
